Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average,avg_score_utility,strike_rate_utility,sixes_utility,fours_score_utility,wickets_utility,total_wickets_utility,economy_utility,batting_utility,player_type,bowler_utility
Q de Kock,128.26855123674915,27.923076923076927,26.0,726.0,21.0,90.0,25.0,188.0,19.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4615384615384617,0.8076923076923077,26.0,0.0,7.721153846153848,2.4134275618374574,0.0,0.8205128205128206,0.0,0.0,0.0,10.955094228504127,Batsman,0.0
KL Rahul,122.4662162162162,24.16666666666667,30.0,725.0,24.0,61.0,24.0,246.0,41.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033333333333333,0.8,30.0,0.0,6.312500000000002,2.1233108108108096,0.0,0.3444444444444444,0.0,0.0,0.0,8.780255255255256,Batsman,0.0
AD Mathews,120.86811352253756,17.658536585365855,41.0,724.0,29.0,44.0,31.0,267.0,49.0,3.0,0.0,1.0,0.0,27.0,1095.0,8.141263940520446,0.0,44.0,1.0731707317073171,0.7073170731707317,44.0,0.6136363636363636,3.8719512195121957,2.043405676126878,0.0,0.024390243902439046,0.6136363636363636,0.5225806451612903,3.120334572490706,5.939747139541512,Bowler,6.384827371932541
TL Suman,115.1618398637138,17.333333333333332,39.0,676.0,26.0,55.0,32.0,205.0,43.0,3.0,0.0,2.0,0.0,6.0,198.0,7.815789473684211,0.0,11.0,1.4102564102564104,0.6666666666666666,39.0,0.15384615384615385,3.7499999999999996,1.7580919931856898,0.0,0.1367521367521368,0.15384615384615385,0.11612903225806452,3.1886842105263153,5.644844129937827,Batsman,5.1879890949458005
AM Nayar,114.28571428571428,13.44,50.0,672.0,20.0,55.0,38.0,230.0,47.0,1.0,1.0,0.0,0.0,9.0,323.0,8.108786610878662,0.0,19.0,1.1,0.4,50.0,0.18,2.29,1.714285714285714,0.0,0.03333333333333336,0.18,0.17419354838709677,3.127154811715481,4.037619047619048,Bowler,5.222022540153867
GJ Bailey,120.1086956521739,18.416666666666668,36.0,663.0,19.0,59.0,27.0,222.0,44.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6388888888888888,0.5277777777777778,36.0,0.0,4.15625,2.0054347826086953,0.0,0.21296296296296294,0.0,0.0,0.0,6.374647745571658,Batsman,0.0
SA Yadav,126.93110647181628,14.476190476190474,42.0,608.0,21.0,54.0,29.0,196.0,32.0,2.0,0.0,1.0,0.0,0.0,8.0,8.0,0.0,1.0,1.2857142857142858,0.5,42.0,0.0,2.678571428571428,2.346555323590814,0.0,0.09523809523809527,0.0,0.0,3.15,5.120364847400337,Batsman,4.725
AR Patel,122.67206477732792,14.428571428571427,42.0,606.0,28.0,34.0,30.0,224.0,39.0,0.0,0.0,0.0,0.0,58.0,1584.0,7.425000000000002,0.0,59.0,0.8095238095238095,0.6666666666666666,59.0,0.9830508474576272,2.660714285714285,2.133603238866396,0.0,0.0,0.9830508474576272,1.1225806451612903,3.2707499999999996,4.794317524580681,Bowler,8.064572238928374
JD Ryder,129.6137339055794,20.82758620689655,29.0,604.0,19.0,69.0,28.0,145.0,30.0,3.0,0.0,4.0,0.0,8.0,314.0,7.817427385892117,0.0,16.0,2.3793103448275863,0.6551724137931034,29.0,0.27586206896551724,5.060344827586207,2.4806866952789703,0.0,0.4597701149425288,0.27586206896551724,0.15483870967741936,3.188340248962655,8.000801637807706,Batsman,5.428561541408388
HM Amla,138.03827751196172,36.0625,16.0,577.0,21.0,60.0,13.0,164.0,22.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.75,1.3125,16.0,0.0,10.7734375,2.901913875598086,0.15625,0.9166666666666666,0.0,0.0,0.0,14.748268042264753,Batsman,0.0
AD Russell,164.0,22.96,25.0,574.0,37.0,48.0,22.0,114.0,23.0,0.0,0.0,3.0,0.0,31.0,917.0,8.451612903225808,0.0,34.0,1.92,1.48,34.0,0.9117647058823528,5.86,4.2,0.24,0.30666666666666664,0.9117647058823528,0.6,3.05516129032258,10.606666666666667,AllRounder,6.8503889943074
RR Pant,148.03149606299215,23.5,24.0,564.0,30.0,47.0,22.0,145.0,24.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9583333333333333,1.25,24.0,0.0,6.0625,3.4015748031496074,0.125,0.3194444444444444,0.0,0.0,0.0,9.908519247594052,Batsman,0.0
RS Bopara,113.46153846153842,24.13636363636364,22.0,531.0,16.0,39.0,18.0,204.0,27.0,7.0,0.0,3.0,0.0,11.0,301.0,8.47887323943662,0.0,14.0,1.7727272727272727,0.7272727272727273,22.0,0.5,6.301136363636365,1.6730769230769211,0.0,0.25757575757575757,0.5,0.21290322580645163,3.0494366197183096,8.231789044289044,Batsman,5.643509768287142
JC Buttler,140.79999999999995,22.0,24.0,528.0,26.0,50.0,22.0,125.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,1.0833333333333333,24.0,0.0,5.5,3.039999999999998,0.04166666666666663,0.361111111111111,0.0,0.0,0.0,8.942777777777774,Batsman,0.0
JP Faulkner,129.80295566502465,11.711111111111109,45.0,527.0,23.0,36.0,26.0,160.0,41.0,1.0,0.0,0.0,0.0,61.0,1849.0,8.620046620046619,0.0,60.0,0.8,0.5111111111111111,60.0,1.0166666666666666,1.6416666666666657,2.4901477832512326,0.0,0.0,1.0166666666666666,1.1806451612903226,3.0197902097902096,4.131814449917899,Bowler,7.825653056620798
CJ Anderson,125.84541062801931,20.03846153846154,26.0,521.0,30.0,40.0,19.0,128.0,25.0,1.0,0.0,3.0,0.0,8.0,408.0,9.451737451737449,0.0,19.0,1.5384615384615383,1.1538461538461535,26.0,0.3076923076923077,4.7644230769230775,2.2922705314009653,0.07692307692307676,0.17948717948717943,0.3076923076923077,0.15483870967741936,2.8451351351351355,7.313103864734299,Batsman,4.961499228757294
PP Chawla,110.27837259100643,7.9230769230769225,65.0,515.0,15.0,49.0,42.0,163.0,33.0,0.0,0.0,0.0,0.0,126.0,3315.0,7.6676946800308405,0.0,128.0,0.7538461538461538,0.2307692307692308,128.0,0.984375,1.0,1.5139186295503215,0.0,0.0,0.984375,2.438709677419355,3.219784117193523,2.5139186295503215,Bowler,9.964303191919317
M Manhas,105.76131687242798,13.526315789473687,38.0,514.0,10.0,43.0,23.0,191.0,44.0,1.0,0.0,0.0,0.0,0.0,42.0,6.0,0.0,3.0,1.131578947368421,0.2631578947368421,38.0,0.0,2.3223684210526327,1.2880658436213992,0.0,0.04385964912280701,0.0,0.0,3.5699999999999994,3.6542939137968387,Bowler,5.354999999999999
OA Shah,124.93827160493828,23.0,22.0,506.0,23.0,34.0,15.0,168.0,29.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5454545454545454,1.0454545454545454,22.0,0.0,5.875,2.246913580246914,0.022727272727272707,0.1818181818181818,0.0,0.0,0.0,8.32645903479237,Batsman,0.0
PC Valthaty,116.89814814814814,21.956521739130434,23.0,505.0,20.0,61.0,22.0,101.0,20.0,0.0,0.0,2.0,1.0,7.0,207.0,8.117647058823529,0.0,10.0,2.652173913043478,0.8695652173913043,23.0,0.3043478260869565,5.483695652173913,1.844907407407407,0.0,0.5507246376811593,0.3043478260869565,0.13548387096774195,3.1252941176470586,7.87932769726248,Batsman,5.347688722052635
Shakib Al Hasan,124.68827930174564,15.625,32.0,500.0,15.0,44.0,24.0,170.0,32.0,0.0,0.0,2.0,0.0,43.0,1123.0,7.115100316789862,0.0,42.0,1.375,0.46875,42.0,1.0238095238095235,3.109375,2.234413965087282,0.0,0.125,1.0238095238095235,0.832258064516129,3.3358289334741285,5.468788965087282,Bowler,7.787844782699672
KH Pandya,153.3546325878594,25.26315789473684,19.0,480.0,20.0,46.0,14.0,105.0,31.0,3.0,0.0,1.0,0.0,16.0,518.0,7.063636363636364,1.0,24.0,2.421052631578948,1.0526315789473684,24.0,0.6666666666666666,6.723684210526315,3.6677316293929705,0.02631578947368418,0.47368421052631593,0.6666666666666666,0.3096774193548387,3.346636363636363,10.891415839919286,AllRounder,6.484470674486802
CH Morris,159.63636363636363,15.678571428571427,28.0,439.0,23.0,33.0,12.0,113.0,28.0,0.0,0.0,2.0,0.0,54.0,1307.0,7.525911708253359,0.0,48.0,1.1785714285714286,0.8214285714285714,48.0,1.125,3.129464285714285,3.9818181818181815,0.0,0.059523809523809534,1.125,1.0451612903225806,3.249558541266794,7.170806277056276,AllRounder,8.12957974738406
N Rana,123.09859154929576,29.13333333333333,15.0,437.0,25.0,31.0,14.0,134.0,13.0,1.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,1.0,2.066666666666667,1.6666666666666667,15.0,0.0,8.174999999999999,2.154929577464788,0.33333333333333337,0.3555555555555556,0.0,0.0,4.199999999999999,11.018818466353677,AllRounder,6.299999999999999
NLTC Perera,130.06134969325154,14.133333333333333,30.0,424.0,26.0,23.0,22.0,121.0,26.0,1.0,0.0,0.0,0.0,31.0,1031.0,8.651748251748254,0.0,36.0,0.7666666666666667,0.8666666666666667,36.0,0.8611111111111112,2.55,2.5030674846625773,0.0,0.0,0.8611111111111112,0.6,3.013132867132866,5.053067484662577,Bowler,6.711365967365966
SA Asnodkar,120.17045454545456,22.26315789473684,19.0,423.0,10.0,56.0,20.0,105.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9473684210526314,0.5263157894736842,19.0,0.0,5.598684210526315,2.008522727272728,0.0,0.6491228070175438,0.0,0.0,0.0,8.256329744816588,Batsman,0.0
DT Christian,119.65811965811966,13.548387096774194,31.0,420.0,18.0,22.0,23.0,162.0,28.0,2.0,0.0,0.0,0.0,30.0,956.0,7.678714859437751,0.0,36.0,0.7096774193548387,0.5806451612903226,36.0,0.8333333333333334,2.330645161290323,1.982905982905983,0.0,0.0,0.8333333333333334,0.5806451612903226,3.2174698795180725,4.313551144196306,Bowler,6.947172561212593
JR Hopes,132.80254777070064,21.947368421052627,19.0,417.0,11.0,49.0,16.0,114.0,19.0,1.0,0.0,4.0,0.0,14.0,562.0,9.138211382113823,0.0,20.0,2.5789473684210527,0.5789473684210527,20.0,0.7,5.480263157894735,2.6401273885350323,0.0,0.5263157894736842,0.7,0.2709677419354839,2.9109756097560964,8.646706335903453,Batsman,5.82291502753737
KS Williamson,126.46153846153848,27.4,15.0,411.0,11.0,35.0,13.0,141.0,28.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,1.0,2.333333333333333,0.7333333333333333,15.0,0.0,7.5249999999999995,2.323076923076924,0.0,0.44444444444444436,0.0,0.0,3.36,10.292521367521369,Batsman,5.04
J Botha,112.36263736263737,14.607142857142858,28.0,409.0,5.0,39.0,20.0,143.0,37.0,2.0,0.0,1.0,0.0,25.0,818.0,6.922425952045134,0.0,34.0,1.3928571428571428,0.17857142857142858,34.0,0.7352941176470589,2.7276785714285716,1.6181318681318686,0.0,0.13095238095238093,0.7352941176470589,0.4838709677419355,3.376290550070521,4.476762820512821,Bowler,6.893183453189273
HH Pandya,132.6797385620915,12.303030303030305,33.0,406.0,28.0,24.0,19.0,113.0,10.0,3.0,0.0,1.0,0.0,10.0,552.0,8.832,0.0,31.0,0.7272727272727273,0.8484848484848485,33.0,0.30303030303030304,1.8636363636363642,2.633986928104575,0.0,0.0,0.30303030303030304,0.19354838709677422,2.9752799999999997,4.49762329174094,Bowler,5.207788035190616
LR Shukla,113.12849162011172,12.272727272727273,33.0,405.0,16.0,33.0,27.0,137.0,20.0,0.0,0.0,0.0,0.0,15.0,458.0,8.429447852760736,0.0,27.0,1.0,0.4848484848484849,33.0,0.4545454545454545,1.8522727272727275,1.6564245810055858,0.0,0.0,0.4545454545454545,0.2903225806451613,3.0598159509202447,3.5086973082783133,Bowler,5.707025979166291
AL Menaria,109.26430517711172,17.434782608695652,23.0,401.0,18.0,24.0,21.0,149.0,24.0,0.0,0.0,0.0,0.0,3.0,144.0,7.646017699115044,0.0,12.0,1.0434782608695652,0.7826086956521741,23.0,0.13043478260869565,3.7880434782608696,1.4632152588555862,0.0,0.014492753623188396,0.13043478260869565,0.05806451612903226,3.2243362831858406,5.265751490739644,Batsman,5.119253372885353
MV Boucher,123.89937106918238,17.130434782608695,23.0,394.0,13.0,32.0,14.0,127.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391304347826087,0.5652173913043478,23.0,0.0,3.6739130434782608,2.194968553459119,0.0,0.13043478260869565,0.0,0.0,0.0,5.999316379546075,Batsman,0.0
RA Tripathi,142.1818181818182,27.92857142857143,14.0,391.0,17.0,43.0,14.0,88.0,13.0,1.0,0.0,2.0,0.0,0.0,12.0,12.0,0.0,1.0,3.071428571428572,1.2142857142857142,14.0,0.0,7.7232142857142865,3.1090909090909093,0.1071428571428571,0.6904761904761907,0.0,0.0,2.3099999999999996,11.629924242424245,Batsman,3.4649999999999994
CA Pujara,96.77419354838709,17.727272727272727,22.0,390.0,4.0,50.0,19.0,133.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.18181818181818185,22.0,0.0,3.8977272727272725,1.0,0.0,0.4242424242424243,0.0,0.0,0.0,5.321969696969697,Batsman,0.0
Azhar Mahmood,124.75884244372992,18.476190476190478,21.0,388.0,13.0,39.0,19.0,116.0,19.0,0.0,0.0,2.0,0.0,29.0,707.0,7.684782608695652,0.0,23.0,1.8571428571428568,0.6190476190476191,23.0,1.2608695652173914,4.178571428571429,2.237942122186496,0.0,0.2857142857142856,1.2608695652173914,0.5612903225806452,3.216195652173913,6.70222783647221,AllRounder,7.557533309957925
CA Lynn,147.69230769230768,32.0,12.0,384.0,23.0,31.0,10.0,84.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583333333333333,1.9166666666666667,12.0,0.0,9.25,3.384615384615384,0.45833333333333337,0.5277777777777777,0.0,0.0,0.0,13.620726495726494,Batsman,0.0
DB Ravi Teja,115.38461538461536,15.0,25.0,375.0,9.0,35.0,19.0,136.0,18.0,3.0,0.0,1.0,0.0,1.0,28.0,9.333333333333334,0.0,2.0,1.4,0.36,25.0,0.04,2.875,1.7692307692307678,0.0,0.1333333333333333,0.04,0.01935483870967742,2.8699999999999997,4.777564102564101,Batsman,4.394032258064516
DJ Hooda,134.65703971119137,12.433333333333335,30.0,373.0,20.0,20.0,26.0,117.0,28.0,0.0,0.0,1.0,0.0,6.0,270.0,8.059701492537314,0.0,16.0,0.6666666666666666,0.6666666666666666,30.0,0.2,1.9125000000000008,2.7328519855595688,0.0,0.0,0.2,0.11612903225806452,3.1374626865671633,4.64535198555957,Bowler,5.180387578237842
S Sohal,118.32797427652731,18.4,20.0,368.0,18.0,34.0,20.0,82.0,17.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.9,20.0,0.0,4.1499999999999995,1.9163987138263656,0.0,0.2333333333333333,0.0,0.0,0.0,6.299732047159698,Batsman,0.0
P Negi,124.2957746478873,12.172413793103447,29.0,353.0,16.0,26.0,20.0,102.0,24.0,1.0,0.0,0.0,0.0,30.0,802.0,7.530516431924883,0.0,36.0,0.8965517241379308,0.5517241379310345,36.0,0.8333333333333334,1.8146551724137925,2.214788732394365,0.0,0.0,0.8333333333333334,0.5806451612903226,3.2485915492957744,4.029443904808158,Bowler,6.993855065879146
R Bhatia,117.9310344827586,7.276595744680852,47.0,342.0,13.0,24.0,30.0,119.0,23.0,1.0,0.0,0.0,0.0,71.0,2059.0,7.437688139674894,0.0,91.0,0.5106382978723404,0.2765957446808511,91.0,0.7802197802197802,1.0,1.8965517241379302,0.0,0.0,0.7802197802197802,1.3741935483870968,3.2680854906682724,2.89655172413793,Bowler,8.133748228912724
Gurkeerat Singh,122.14285714285715,14.25,24.0,342.0,9.0,36.0,21.0,112.0,16.0,0.0,0.0,1.0,0.0,5.0,97.0,7.097560975609755,0.0,6.0,1.5,0.375,24.0,0.20833333333333331,2.59375,2.1071428571428577,0.0,0.16666666666666666,0.20833333333333331,0.09677419354838711,3.339512195121951,4.867559523809525,Bowler,5.466929583005507
P Kumar,105.26315789473685,5.964912280701754,57.0,340.0,17.0,22.0,38.0,102.0,24.0,0.0,0.0,0.0,0.0,90.0,3342.0,7.604095563139932,0.0,119.0,0.3859649122807017,0.2982456140350877,119.0,0.7563025210084033,1.0,1.2631578947368425,0.0,0.0,0.7563025210084033,1.7419354838709677,3.2331399317406135,2.2631578947368425,Bowler,8.597066904929976
A Mishra,89.00523560209425,6.938775510204081,49.0,340.0,5.0,27.0,29.0,162.0,20.0,0.0,0.0,0.0,0.0,134.0,3305.0,7.336293007769146,0.0,126.0,0.5510204081632653,0.1020408163265306,126.0,1.0634920634920637,1.0,1.0,0.0,0.0,1.0634920634920637,2.5935483870967744,3.2893784683684792,2.0,Bowler,10.419628378435975
AP Tare,118.94736842105264,12.555555555555555,27.0,339.0,11.0,40.0,24.0,72.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814814814814814,0.4074074074074074,27.0,0.0,1.9583333333333333,1.9473684210526323,0.0,0.1604938271604938,0.0,0.0,0.0,4.066195581546459,Batsman,0.0
JEC Franklin,105.8252427184466,20.4375,16.0,327.0,9.0,25.0,11.0,129.0,22.0,0.0,0.0,1.0,0.0,9.0,225.0,8.70967741935484,0.0,15.0,1.5625,0.5625,16.0,0.5625,4.9140625,1.2912621359223302,0.0,0.1875,0.5625,0.17419354838709677,3.000967741935483,6.39282463592233,Batsman,5.60649193548387
RN ten Doeschate,136.97478991596643,15.523809523809526,21.0,326.0,15.0,26.0,14.0,102.0,15.0,0.0,0.0,1.0,0.0,2.0,94.0,6.795180722891568,0.0,10.0,1.238095238095238,0.7142857142857143,21.0,0.09523809523809523,3.071428571428572,2.848739495798321,0.0,0.0793650793650793,0.09523809523809523,0.03870967741935484,3.40301204819277,5.999533146591972,Batsman,5.30543973127533
Ishan Kishan,125.09803921568628,21.266666666666666,15.0,319.0,13.0,34.0,15.0,85.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2666666666666666,0.8666666666666667,15.0,0.0,5.225,2.254901960784314,0.0,0.4222222222222222,0.0,0.0,0.0,7.902124183006537,Batsman,0.0
KV Sharma,111.22807017543859,9.323529411764708,34.0,317.0,14.0,18.0,21.0,114.0,22.0,1.0,0.0,0.0,0.0,49.0,1357.0,7.783938814531549,0.0,55.0,0.5294117647058824,0.4117647058823529,55.0,0.8909090909090909,1.0,1.5614035087719293,0.0,0.0,0.8909090909090909,0.9483870967741936,3.1953728489483746,2.5614035087719293,Bowler,7.552003554947488
BA Stokes,139.20704845814979,28.72727272727273,11.0,316.0,15.0,22.0,10.0,102.0,18.0,0.0,0.0,1.0,1.0,12.0,327.0,7.1605839416058386,0.0,12.0,2.0,1.3636363636363635,12.0,1.0,8.022727272727273,2.9603524229074893,0.18181818181818177,0.3333333333333333,1.0,0.23225806451612904,3.326277372262773,11.498231210786278,AllRounder,6.837803155168353
R Vinay Kumar,106.66666666666669,7.414634146341463,41.0,304.0,9.0,20.0,28.0,108.0,31.0,0.0,0.0,0.0,0.0,103.0,2976.0,8.262841277186487,0.0,102.0,0.4878048780487805,0.2195121951219512,102.0,1.0098039215686274,1.0,1.3333333333333344,0.0,0.0,1.0098039215686274,1.9935483870967743,3.094803331790837,2.3333333333333344,Bowler,9.147233460684358
DB Das,113.85767790262173,13.818181818181818,22.0,304.0,16.0,23.0,14.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0454545454545454,0.7272727272727273,22.0,0.0,2.4318181818181817,1.6928838951310865,0.0,0.015151515151515138,0.0,0.0,0.0,4.139853592100783,Batsman,0.0
LA Pomersbach,120.3187250996016,18.875,16.0,302.0,13.0,25.0,11.0,85.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.8125,16.0,0.0,4.328125,2.0159362549800797,0.0,0.1875,0.0,0.0,0.0,6.53156125498008,Batsman,0.0
UBT Chand,95.54140127388537,15.0,20.0,300.0,9.0,32.0,20.0,88.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.45,20.0,0.0,2.875,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,4.075,Batsman,0.0
DJG Sammy,117.52988047808765,14.75,20.0,295.0,18.0,15.0,15.0,94.0,15.0,1.0,0.0,1.0,0.0,11.0,354.0,8.704918032786884,0.0,19.0,0.75,0.9,20.0,0.55,2.78125,1.8764940239043824,0.0,0.0,0.55,0.21290322580645163,3.001967213114754,4.657744023904383,Bowler,5.647305658381808
Y Nagar,105.16605166051659,14.25,20.0,285.0,9.0,20.0,14.0,109.0,18.0,2.0,0.0,0.0,0.0,4.0,125.0,10.416666666666668,0.0,8.0,1.0,0.45,20.0,0.2,2.59375,1.2583025830258294,0.0,0.0,0.2,0.07741935483870968,2.6424999999999996,3.8520525830258294,Bowler,4.3798790322580645
VVS Laxman,104.0590405904059,14.1,20.0,282.0,5.0,33.0,19.0,100.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.25,20.0,0.0,2.5374999999999996,1.202952029520295,0.0,0.21666666666666665,0.0,0.0,0.0,3.9571186961869613,Batsman,0.0
GH Vihari,86.68730650154801,13.333333333333336,21.0,280.0,1.0,23.0,18.0,133.0,23.0,1.0,0.0,0.0,0.0,1.0,39.0,6.324324324324325,0.0,5.0,1.0952380952380951,0.047619047619047616,21.0,0.047619047619047616,2.250000000000001,1.0,0.0,0.03174603174603171,0.047619047619047616,0.01935483870967742,3.501891891891892,3.2817460317460325,Bowler,5.353298667330925
A Ashish Reddy,142.85714285714286,12.173913043478262,23.0,280.0,15.0,16.0,15.0,83.0,20.0,1.0,0.0,0.0,0.0,18.0,400.0,8.888888888888891,0.0,20.0,0.6956521739130435,0.6521739130434783,23.0,0.7826086956521741,1.8152173913043481,3.1428571428571432,0.0,0.0,0.7826086956521741,0.34838709677419355,2.9633333333333325,4.958074534161492,Bowler,6.141493688639551
B Chipli,109.375,13.333333333333336,21.0,280.0,7.0,28.0,15.0,100.0,7.0,4.0,0.0,1.0,0.0,0.0,20.0,20.0,0.0,1.0,1.3333333333333333,0.3333333333333333,21.0,0.0,2.250000000000001,1.46875,0.0,0.11111111111111109,0.0,0.0,0.6299999999999999,3.829861111111112,Batsman,0.9449999999999998
MJ Lumb,140.40404040404042,23.16666666666667,12.0,278.0,6.0,45.0,12.0,41.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.5,12.0,0.0,5.937500000000002,3.0202020202020208,0.0,0.9166666666666666,0.0,0.0,0.0,9.874368686868689,Batsman,0.0
SP Narine,140.41450777202073,9.033333333333333,30.0,271.0,12.0,36.0,20.0,47.0,4.0,0.0,0.0,1.0,0.0,95.0,2085.0,6.395705521472392,0.0,81.0,1.2,0.4,81.0,1.1728395061728396,1.0,3.0207253886010363,0.0,0.06666666666666665,1.1728395061728396,1.838709677419355,3.486901840490797,4.087392055267703,Bowler,9.747676536124487
R Sathish,114.40677966101696,11.25,24.0,270.0,6.0,22.0,17.0,89.0,24.0,3.0,0.0,0.0,0.0,3.0,233.0,9.708333333333334,0.0,14.0,0.9166666666666666,0.25,24.0,0.125,1.46875,1.7203389830508478,0.0,0.0,0.125,0.05806451612903226,2.79125,3.1890889830508478,Bowler,4.461471774193548
M Kaif,100.3875968992248,11.772727272727273,22.0,259.0,6.0,22.0,18.0,86.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,22.0,0.0,1.6647727272727275,1.0193798449612401,0.0,0.0,0.0,0.0,0.0,2.684152572233968,Batsman,0.0
SM Katich,126.1780104712042,21.90909090909091,11.0,241.0,8.0,26.0,10.0,56.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.363636363636364,0.7272727272727273,11.0,0.0,5.465909090909092,2.3089005235602102,0.0,0.45454545454545475,0.0,0.0,0.0,8.229355069014757,Batsman,0.0
SP Goswami,92.69230769230771,15.0625,16.0,241.0,2.0,26.0,15.0,92.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.125,16.0,0.0,2.8984375,1.0,0.0,0.20833333333333334,0.0,0.0,0.0,4.106770833333333,Batsman,0.0
MD Mishra,111.26760563380286,13.941176470588234,17.0,237.0,8.0,24.0,16.0,65.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4117647058823528,0.4705882352941176,17.0,0.0,2.477941176470588,1.563380281690143,0.0,0.13725490196078427,0.0,0.0,0.0,4.1785763601215145,Batsman,0.0
R Ashwin,93.90243902439023,6.416666666666668,36.0,231.0,2.0,22.0,22.0,103.0,14.0,0.0,0.0,0.0,0.0,100.0,2552.0,6.490885968630776,0.0,108.0,0.6111111111111112,0.05555555555555555,108.0,0.925925925925926,1.0,1.0,0.0,0.0,0.925925925925926,1.935483870967742,3.4669139465875363,2.0,Bowler,9.492485615221806
SW Billings,130.635838150289,22.6,10.0,226.0,5.0,23.0,10.0,73.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.5,10.0,0.0,5.7250000000000005,2.5317919075144504,0.0,0.4333333333333333,0.0,0.0,0.0,8.690125240847784,Batsman,0.0
MR Marsh,111.94029850746269,16.071428571428573,14.0,225.0,14.0,9.0,12.0,83.0,11.0,0.0,0.0,0.0,0.0,20.0,420.0,7.706422018348624,0.0,18.0,0.6428571428571429,1.0,18.0,1.1111111111111112,3.276785714285715,1.5970149253731343,0.0,0.0,1.1111111111111112,0.38709677419354843,3.2116513761467886,4.87380063965885,Bowler,7.064788892177171
K Goel,91.21338912133892,13.625,16.0,218.0,9.0,17.0,15.0,71.0,11.0,1.0,0.0,0.0,0.0,0.0,94.0,8.417910447761194,0.0,6.0,1.0625,0.5625,16.0,0.0,2.359375,1.0,0.0,0.020833333333333332,0.0,0.0,3.0622388059701486,3.3802083333333335,Bowler,4.593358208955223
AA Jhunjhunwala,99.54128440366972,14.466666666666667,15.0,217.0,5.0,19.0,13.0,82.0,13.0,1.0,0.0,1.0,0.0,1.0,130.0,8.863636363636363,0.0,10.0,1.2666666666666666,0.3333333333333333,15.0,0.06666666666666668,2.675,1.0,0.0,0.08888888888888886,0.06666666666666668,0.01935483870967742,2.9686363636363637,3.763888888888889,Bowler,4.5819868035190625
TM Head,135.76158940397352,20.5,10.0,205.0,8.0,12.0,7.0,67.0,21.0,0.0,0.0,1.0,0.0,2.0,81.0,10.125,0.0,5.0,1.2,0.8,10.0,0.2,4.9375,2.7880794701986757,0.0,0.06666666666666665,0.2,0.03870967741935484,2.70375,7.792246136865343,Batsman,4.413689516129033
PD Collingwood,127.67295597484276,29.0,7.0,203.0,13.0,9.0,5.0,66.0,10.0,1.0,0.0,3.0,0.0,5.0,101.0,6.7333333333333325,0.0,6.0,1.2857142857142858,1.8571428571428568,7.0,0.7142857142857143,8.125,2.383647798742138,0.4285714285714284,0.09523809523809527,0.7142857142857143,0.09677419354838711,3.416,11.032457322551663,AllRounder,6.340589861751152
