Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average,avg_score_utility,strike_rate_utility,sixes_utility,fours_score_utility,wickets_utility,total_wickets_utility,economy_utility,batting_utility,player_type,bowler_utility
SK Warne,90.41095890410958,7.333333333333332,27.0,198.0,6.0,14.0,20.0,82.0,12.0,0.0,0.0,0.0,0.0,57.0,1465.0,7.187244480784955,0.0,54.0,0.5185185185185185,0.2222222222222222,54.0,1.0555555555555556,1.0,1.0,0.0,0.0,1.0555555555555556,1.103225806451613,3.320678659035159,2.0,Bowler,8.21919003156349
SP Fleming,114.61988304093565,19.6,10.0,196.0,3.0,27.0,9.0,42.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.3,10.0,0.0,4.6000000000000005,1.7309941520467824,0.0,0.5666666666666668,0.0,0.0,0.0,6.897660818713449,Batsman,0.0
AS Raut,112.7906976744186,12.125,16.0,194.0,7.0,13.0,9.0,73.0,9.0,3.0,0.0,0.0,0.0,0.0,45.0,9.0,0.0,5.0,0.8125,0.4375,16.0,0.0,1.796875,1.6395348837209298,0.0,0.0,0.0,0.0,2.94,3.4364098837209296,Bowler,4.41
Salman Butt,112.2093023255814,27.57142857142857,7.0,193.0,2.0,30.0,7.0,47.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,0.2857142857142857,7.0,0.0,7.5892857142857135,1.6104651162790702,0.0,1.0952380952380951,0.0,0.0,0.0,10.294988925802878,Batsman,0.0
BJ Rohrer,132.1917808219178,24.125,8.0,193.0,5.0,21.0,7.0,48.0,14.0,1.0,0.0,1.0,0.0,0.0,12.0,10.285714285714283,0.0,1.0,2.625,0.625,8.0,0.0,6.296875,2.60958904109589,0.0,0.5416666666666666,0.0,0.0,2.6700000000000004,9.448130707762557,Batsman,4.005000000000001
YV Takawale,104.91803278688525,19.2,10.0,192.0,3.0,26.0,8.0,41.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.3,10.0,0.0,4.449999999999999,1.2459016393442623,0.0,0.5333333333333333,0.0,0.0,0.0,6.229234972677595,Batsman,0.0
MJ Guptill,132.16783216783216,18.9,10.0,189.0,8.0,20.0,9.0,43.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,10.0,0.0,4.3374999999999995,2.608391608391608,0.0,0.3333333333333333,0.0,0.0,0.0,7.27922494172494,Batsman,0.0
Bipul Sharma,150.80645161290326,11.0,17.0,187.0,9.0,11.0,8.0,51.0,19.0,0.0,0.0,0.0,0.0,17.0,581.0,7.995412844036696,0.0,28.0,0.6470588235294118,0.5294117647058824,28.0,0.6071428571428571,1.375,3.540322580645163,0.0,0.0,0.6071428571428571,0.32903225806451614,3.150963302752294,4.915322580645163,Bowler,6.1307076269395
FY Fazal,102.23463687150836,16.636363636363637,11.0,183.0,1.0,22.0,10.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,2.0,2.0,0.09090909090909093,11.0,0.0,3.4886363636363638,1.1117318435754178,0.0,0.3333333333333333,0.0,0.0,2.73,4.933701540545115,Batsman,4.095
AC Voges,126.57342657342659,25.857142857142854,7.0,181.0,3.0,15.0,4.0,61.0,18.0,2.0,0.0,0.0,0.0,0.0,76.0,8.142857142857142,0.0,7.0,2.142857142857143,0.42857142857142855,7.0,0.0,6.94642857142857,2.328671328671329,0.0,0.38095238095238093,0.0,0.0,3.12,9.65605228105228,Batsman,4.68
AB Agarkar,111.875,9.944444444444443,18.0,179.0,5.0,13.0,10.0,67.0,15.0,0.0,0.0,0.0,0.0,29.0,1174.0,8.590243902439024,0.0,42.0,0.7222222222222222,0.2777777777777778,42.0,0.6904761904761905,1.0,1.59375,0.0,0.0,0.6904761904761905,0.5612903225806452,3.026048780487805,2.59375,Bowler,6.41672294031696
SN Khan,171.84466019417476,16.09090909090909,11.0,177.0,6.0,19.0,6.0,41.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7272727272727273,0.5454545454545454,11.0,0.0,3.2840909090909087,4.592233009708738,0.0,0.24242424242424243,0.0,0.0,0.0,8.11874816122389,Batsman,0.0
MF Maharoof,142.74193548387098,12.642857142857142,14.0,177.0,9.0,12.0,10.0,43.0,16.0,0.0,0.0,0.0,0.0,27.0,532.0,7.238095238095237,0.0,20.0,0.8571428571428571,0.6428571428571429,20.0,1.35,1.9910714285714284,3.137096774193549,0.0,0.0,1.35,0.5225806451612903,3.31,5.128168202764977,Bowler,7.773870967741935
DH Yagnik,119.71830985915493,10.0,17.0,170.0,2.0,23.0,10.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3529411764705883,0.1176470588235294,17.0,0.0,1.0,1.9859154929577465,0.0,0.11764705882352944,0.0,0.0,0.0,3.103562551781276,Batsman,0.0
CM Gautam,106.96202531645571,13.0,13.0,169.0,6.0,17.0,10.0,40.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.4615384615384616,13.0,0.0,2.125,1.3481012658227853,0.0,0.10256410256410257,0.0,0.0,0.0,3.575665368386888,Batsman,0.0
MN van Wyk,123.70370370370371,33.4,5.0,167.0,1.0,19.0,3.0,58.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.2,5.0,0.0,9.775,2.1851851851851856,0.0,0.9333333333333332,0.0,0.0,0.0,12.893518518518519,Batsman,0.0
DW Steyn,103.1055900621118,5.1875,32.0,166.0,3.0,14.0,22.0,54.0,19.0,0.0,0.0,0.0,0.0,92.0,2375.0,6.600277906438167,0.0,90.0,0.4375,0.09375,90.0,1.022222222222222,1.0,1.15527950310559,0.0,0.0,1.022222222222222,1.7806451612903227,3.4439416396479845,2.1552795031055902,Bowler,9.370213534740792
PA Reddy,98.20359281437125,16.4,10.0,164.0,2.0,15.0,10.0,65.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,10.0,0.0,3.3999999999999995,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,4.566666666666666,Batsman,0.0
MP Stoinis,119.85294117647058,20.375,8.0,163.0,4.0,14.0,7.0,51.0,16.0,0.0,0.0,1.0,0.0,10.0,314.0,9.014354066985646,0.0,12.0,1.75,0.5,12.0,0.8333333333333334,4.890625,1.992647058823529,0.0,0.25,0.8333333333333334,0.19354838709677422,2.936985645933014,7.133272058823529,Batsman,5.9458010495446825
MN Samuels,92.52873563218391,11.5,14.0,161.0,7.0,9.0,13.0,61.0,11.0,0.0,0.0,0.0,0.0,9.0,285.0,7.808219178082192,0.0,11.0,0.6428571428571429,0.5,14.0,0.6428571428571429,1.5625,1.0,0.0,0.0,0.6428571428571429,0.17419354838709677,3.190273972602739,2.5625,Bowler,6.010986995770468
RE van der Merwe,110.41666666666669,10.6,15.0,159.0,8.0,11.0,11.0,53.0,4.0,2.0,0.0,0.0,0.0,21.0,515.0,6.79120879120879,0.0,21.0,0.7333333333333333,0.5333333333333333,21.0,1.0,1.2249999999999999,1.5208333333333344,0.0,0.0,1.0,0.40645161290322585,3.403846153846154,2.7458333333333345,Bowler,7.21544665012407
R McLaren,89.3258426966292,12.230769230769232,13.0,159.0,1.0,14.0,8.0,78.0,8.0,1.0,0.0,1.0,0.0,12.0,558.0,9.0,0.0,18.0,1.0769230769230769,0.07692307692307693,18.0,0.6666666666666666,1.836538461538462,1.0,0.0,0.025641025641025623,0.6666666666666666,0.23225806451612904,2.94,2.8621794871794872,Bowler,5.758387096774193
B Kumar,98.75,4.787878787878788,33.0,158.0,3.0,15.0,19.0,52.0,14.0,0.0,0.0,0.0,0.0,111.0,2410.0,7.039922103213242,0.0,90.0,0.4545454545454545,0.09090909090909093,90.0,1.2333333333333334,1.0,1.0,0.0,0.0,1.2333333333333334,2.1483870967741936,3.3516163583252183,2.0,Bowler,10.100005182649118
R Dhawan,113.33333333333331,9.5625,16.0,153.0,4.0,13.0,7.0,48.0,13.0,1.0,0.0,0.0,0.0,18.0,655.0,7.660818713450293,0.0,25.0,0.8125,0.25,25.0,0.72,1.0,1.6666666666666656,0.0,0.0,0.72,0.34838709677419355,3.2212280701754383,2.6666666666666656,Bowler,6.4344227504244484
MG Johnson,96.17834394904459,5.807692307692308,26.0,151.0,7.0,8.0,13.0,52.0,11.0,1.0,0.0,0.0,0.0,60.0,1522.0,7.818493150684931,0.0,48.0,0.3076923076923077,0.2692307692307692,48.0,1.25,1.0,1.0,0.0,0.0,1.25,1.1612903225806452,3.188116438356164,2.0,Bowler,8.399110141405215
SM Pollock,126.72413793103449,18.375,8.0,147.0,8.0,12.0,8.0,47.0,2.0,0.0,0.0,0.0,0.0,11.0,307.0,6.578571428571429,0.0,13.0,1.5,1.0,13.0,0.8461538461538461,4.140625,2.3362068965517246,0.0,0.16666666666666666,0.8461538461538461,0.21290322580645163,3.4484999999999992,6.643498563218391,AllRounder,6.761335607940445
S Vidyut,126.08695652173914,18.125,8.0,145.0,3.0,21.0,8.0,30.0,5.0,1.0,0.0,1.0,0.0,1.0,22.0,10.153846153846152,0.0,1.0,2.625,0.375,8.0,0.125,4.046875,2.304347826086957,0.0,0.5416666666666666,0.125,0.01935483870967742,2.697692307692308,6.892889492753624,Batsman,4.263070719602979
N Saini,97.9020979020979,14.0,10.0,140.0,0.0,16.0,10.0,43.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,10.0,0.0,2.5,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,3.7,Batsman,0.0
Sachin Baby,129.24528301886792,13.7,10.0,137.0,5.0,11.0,8.0,37.0,13.0,0.0,0.0,0.0,0.0,2.0,8.0,4.800000000000002,0.0,2.0,1.1,0.5,10.0,0.2,2.3874999999999997,2.4622641509433962,0.0,0.03333333333333336,0.2,0.03870967741935484,3.8219999999999996,4.883097484276729,Bowler,6.091064516129032
S Anirudha,112.39669421487604,11.333333333333336,12.0,136.0,7.0,9.0,8.0,44.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5833333333333334,12.0,0.0,1.5000000000000009,1.6198347107438018,0.0,0.0,0.0,0.0,0.0,3.1198347107438025,Batsman,0.0
SB Styris,97.76119402985077,13.1,10.0,131.0,3.0,10.0,7.0,63.0,5.0,0.0,0.0,0.0,0.0,8.0,278.0,7.513513513513514,0.0,11.0,1.0,0.3,11.0,0.7272727272727273,2.1624999999999996,1.0,0.0,0.0,0.7272727272727273,0.15483870967741936,3.2521621621621617,3.1624999999999996,Bowler,6.201410398668463
W Jaffer,100.77519379844959,16.25,8.0,130.0,3.0,14.0,8.0,41.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.375,8.0,0.0,3.34375,1.0387596899224796,0.0,0.25,0.0,0.0,0.0,4.63250968992248,Batsman,0.0
Kamran Akmal,164.1025641025641,21.33333333333333,6.0,128.0,8.0,13.0,5.0,20.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1666666666666665,1.3333333333333333,6.0,0.0,5.249999999999998,4.205128205128204,0.16666666666666663,0.38888888888888884,0.0,0.0,0.0,10.010683760683758,Batsman,0.0
D Wiese,135.10638297872342,15.875,8.0,127.0,4.0,12.0,4.0,43.0,6.0,0.0,0.0,0.0,0.0,16.0,409.0,8.491349480968857,0.0,14.0,1.5,0.5,14.0,1.1428571428571428,3.203125,2.755319148936171,0.0,0.16666666666666666,1.1428571428571428,0.3096774193548387,3.0468166089965396,6.125110815602838,AllRounder,6.749026756812782
UT Khawaja,120.95238095238096,21.166666666666668,6.0,127.0,3.0,14.0,6.0,38.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.5,6.0,0.0,5.187500000000001,2.0476190476190483,0.0,0.44444444444444436,0.0,0.0,0.0,7.679563492063494,Batsman,0.0
P Dogra,90.0709219858156,10.583333333333334,12.0,127.0,5.0,4.0,11.0,58.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4166666666666667,12.0,0.0,1.2187500000000002,1.0,0.0,0.0,0.0,0.0,0.0,2.21875,Batsman,0.0
M Morkel,135.48387096774192,6.3,20.0,126.0,5.0,11.0,11.0,33.0,8.0,1.0,0.0,0.0,0.0,77.0,2136.0,7.5432607416127135,0.0,70.0,0.55,0.25,70.0,1.1,1.0,2.774193548387096,0.0,0.0,1.1,1.4903225806451614,3.2459152442613304,3.774193548387096,Bowler,8.754356737359739
C de Grandhomme,136.95652173913044,14.0,9.0,126.0,6.0,10.0,8.0,40.0,5.0,0.0,0.0,0.0,0.0,4.0,136.0,8.0,0.0,9.0,1.1111111111111112,0.6666666666666666,9.0,0.4444444444444444,2.5,2.847826086956522,0.0,0.037037037037037056,0.4444444444444444,0.07741935483870968,3.15,5.384863123993559,Bowler,5.507795698924731
MC Juneja,93.28358208955223,17.857142857142858,7.0,125.0,1.0,11.0,7.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.14285714285714285,7.0,0.0,3.9464285714285716,1.0,0.0,0.19047619047619047,0.0,0.0,0.0,5.136904761904762,Batsman,0.0
BB Samantray,107.7586206896552,15.625,8.0,125.0,2.0,13.0,5.0,45.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,0.25,8.0,0.0,3.109375,1.3879310344827602,0.0,0.20833333333333334,0.0,0.0,0.0,4.705639367816093,Batsman,0.0
B Lee,121.56862745098042,6.526315789473684,19.0,124.0,8.0,8.0,10.0,36.0,4.0,0.0,0.0,0.0,0.0,25.0,1126.0,7.375545851528384,0.0,38.0,0.42105263157894735,0.42105263157894735,38.0,0.6578947368421053,1.0,2.0784313725490207,0.0,0.0,0.6578947368421053,0.4838709677419355,3.2811353711790394,3.0784313725490207,Bowler,6.634351613644621
BCJ Cutting,177.14285714285714,15.5,8.0,124.0,10.0,9.0,5.0,20.0,4.0,0.0,0.0,0.0,0.0,7.0,234.0,8.210526315789473,0.0,9.0,1.125,1.25,9.0,0.7777777777777778,3.0625,4.857142857142857,0.125,0.041666666666666664,0.7777777777777778,0.13548387096774195,3.10578947368421,8.086309523809524,AllRounder,6.028576683644594
AB McDonald,119.41747572815531,13.666666666666664,9.0,123.0,4.0,9.0,5.0,42.0,9.0,1.0,0.0,0.0,0.0,11.0,263.0,8.393617021276597,0.0,10.0,1.0,0.4444444444444444,10.0,1.1,2.374999999999999,1.9708737864077654,0.0,0.0,1.1,0.21290322580645163,3.0673404255319143,4.345873786407765,Bowler,6.57036547700755
Niraj Patel,97.58064516129032,20.166666666666668,6.0,121.0,1.0,14.0,4.0,38.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.16666666666666666,6.0,0.0,4.8125,1.0,0.0,0.44444444444444436,0.0,0.0,0.0,6.256944444444445,Batsman,0.0
DL Vettori,102.54237288135592,7.5625,16.0,121.0,2.0,11.0,8.0,54.0,4.0,1.0,0.0,0.0,0.0,28.0,894.0,6.83312101910828,0.0,34.0,0.6875,0.125,34.0,0.8235294117647058,1.0,1.1271186440677958,0.0,0.0,0.8235294117647058,0.5419354838709678,3.395044585987261,2.127118644067796,Bowler,7.1407642224344015
AC Blizzard,131.86813186813185,17.142857142857142,7.0,120.0,2.0,21.0,7.0,17.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2857142857142857,7.0,0.0,3.6785714285714284,2.5934065934065926,0.0,0.6666666666666666,0.0,0.0,0.0,6.938644688644688,Batsman,0.0
Misbah-ul-Haq,142.68292682926833,14.625,8.0,117.0,6.0,10.0,7.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.75,8.0,0.0,2.734375,3.134146341463416,0.0,0.08333333333333333,0.0,0.0,0.0,5.951854674796749,Batsman,0.0
RJ Harris,104.46428571428572,5.571428571428571,21.0,117.0,3.0,6.0,12.0,40.0,16.0,1.0,0.0,0.0,0.0,45.0,1085.0,7.526011560693643,0.0,37.0,0.2857142857142857,0.14285714285714285,37.0,1.2162162162162162,1.0,1.223214285714286,0.0,0.0,1.2162162162162162,0.8709677419354839,3.2495375722543347,2.223214285714286,Bowler,8.005082295609052
Z Khan,82.97872340425532,4.333333333333333,27.0,117.0,2.0,11.0,14.0,47.0,7.0,0.0,0.0,0.0,0.0,102.0,2860.0,7.539543057996483,0.0,99.0,0.4074074074074074,0.07407407407407407,99.0,1.0303030303030305,1.0,1.0,0.0,0.0,1.0303030303030305,1.974193548387097,3.2466959578207386,2.0,Bowler,9.3767888047663
KK Cooper,165.71428571428572,9.666666666666666,12.0,116.0,8.0,9.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,33.0,789.0,7.89,0.0,25.0,0.75,0.6666666666666666,25.0,1.32,1.0,4.2857142857142865,0.0,0.0,1.32,0.6387096774193549,3.1730999999999994,5.2857142857142865,Bowler,7.697714516129031
M Kartik,103.6697247706422,8.071428571428571,14.0,113.0,1.0,7.0,7.0,60.0,8.0,1.0,0.0,0.0,0.0,31.0,1418.0,7.197969543147208,0.0,55.0,0.5,0.07142857142857142,55.0,0.5636363636363636,1.0,1.1834862385321103,0.0,0.0,0.5636363636363636,0.6,3.3184263959390865,2.1834862385321103,Bowler,6.723094139363175
MM Sharma,107.69230769230771,5.6,20.0,112.0,4.0,8.0,14.0,39.0,7.0,1.0,0.0,0.0,0.0,83.0,2088.0,8.0,0.0,75.0,0.4,0.2,75.0,1.106666666666667,1.0,1.3846153846153855,0.0,0.0,1.106666666666667,1.6064516129032258,3.15,2.3846153846153855,Bowler,8.794677419354839
DJ Harris,107.76699029126213,27.75,4.0,111.0,5.0,11.0,4.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,8.666666666666666,0.0,2.0,2.75,1.25,4.0,0.0,7.65625,1.3883495145631066,0.125,0.5833333333333334,0.0,0.0,3.01,9.75293284789644,Batsman,4.515
LJ Wright,168.25396825396825,21.2,5.0,106.0,3.0,16.0,5.0,20.0,2.0,0.0,0.0,0.0,0.0,2.0,125.0,10.0,0.0,6.0,3.2,0.6,6.0,0.3333333333333333,5.2,4.412698412698413,0.0,0.7333333333333334,0.3333333333333333,0.03870967741935484,2.73,10.346031746031748,Batsman,4.6530645161290325
JDP Oram,96.36363636363636,9.636363636363637,11.0,106.0,5.0,6.0,8.0,46.0,3.0,0.0,0.0,0.0,0.0,9.0,362.0,8.901639344262295,0.0,14.0,0.5454545454545454,0.4545454545454545,14.0,0.6428571428571429,1.0,1.0,0.0,0.0,0.6428571428571429,0.17419354838709677,2.9606557377049176,2.0,Bowler,5.666559643423736
RJ Quiney,98.09523809523807,14.714285714285715,7.0,103.0,3.0,12.0,7.0,30.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.42857142857142855,7.0,0.0,2.7678571428571432,1.0,0.0,0.23809523809523805,0.0,0.0,0.0,4.005952380952381,Batsman,0.0
V Shankar,131.1688311688312,25.25,4.0,101.0,1.0,12.0,2.0,37.0,5.0,0.0,0.0,1.0,0.0,0.0,19.0,19.0,0.0,1.0,3.0,0.25,4.0,0.0,6.71875,2.5584415584415594,0.0,0.6666666666666666,0.0,0.0,0.84,9.943858225108226,Batsman,1.26
MS Gony,130.26315789473685,6.6,15.0,99.0,8.0,6.0,10.0,19.0,4.0,0.0,0.0,0.0,0.0,37.0,1317.0,8.542702702702702,0.0,44.0,0.4,0.5333333333333333,44.0,0.8409090909090909,1.0,2.5131578947368425,0.0,0.0,0.8409090909090909,0.7161290322580646,3.036032432432432,3.5131578947368425,Bowler,6.889605833399381
SD Chitnis,107.6086956521739,12.375,8.0,99.0,2.0,10.0,7.0,37.0,5.0,0.0,0.0,0.0,0.0,2.0,62.0,9.789473684210526,0.0,2.0,1.25,0.25,8.0,0.25,1.890625,1.3804347826086953,0.0,0.08333333333333333,0.25,0.03870967741935484,2.7742105263157892,3.354393115942029,Bowler,4.594380305602716
MJ Clarke,102.08333333333331,16.333333333333332,6.0,98.0,0.0,12.0,6.0,35.0,5.0,0.0,1.0,0.0,0.0,2.0,72.0,6.545454545454545,0.0,5.0,2.0,0.0,6.0,0.3333333333333333,3.3749999999999996,1.1041666666666656,0.0,0.3333333333333333,0.3333333333333333,0.03870967741935484,3.4554545454545447,4.812499999999998,Bowler,5.7412463343108495
CJ Ferguson,82.35294117647058,12.25,8.0,98.0,0.0,9.0,6.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,8.0,0.0,1.84375,1.0,0.0,0.041666666666666664,0.0,0.0,0.0,2.8854166666666665,Batsman,0.0
MA Starc,97.95918367346937,8.727272727272727,11.0,96.0,0.0,10.0,7.0,38.0,9.0,0.0,0.0,0.0,0.0,34.0,725.0,7.1078431372549025,0.0,26.0,0.9090909090909092,0.0,26.0,1.3076923076923077,1.0,1.0,0.0,0.0,1.3076923076923077,0.6580645161290323,3.3373529411764697,2.0,Bowler,7.954664647496715
CR Brathwaite,169.64285714285714,11.875,8.0,95.0,8.0,8.0,8.0,11.0,2.0,0.0,0.0,0.0,0.0,8.0,259.0,8.585635359116022,0.0,10.0,1.0,1.0,10.0,0.8,1.703125,4.482142857142857,0.0,0.0,0.8,0.15483870967741936,3.0270165745856352,6.185267857142857,Batsman,5.972782926394582
UT Yadav,98.94736842105264,4.086956521739131,23.0,94.0,3.0,8.0,7.0,38.0,3.0,0.0,0.0,0.0,0.0,91.0,2802.0,8.26955238563699,0.0,93.0,0.3478260869565217,0.13043478260869565,93.0,0.9784946236559141,1.0,1.0,0.0,0.0,0.9784946236559141,1.7612903225806453,3.0933939990162322,2.0,Bowler,8.749768417879189
PR Shah,94.84536082474226,10.222222222222221,9.0,92.0,2.0,9.0,8.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2222222222222222,9.0,0.0,1.083333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,Batsman,0.0
DJ Jacobs,91.0891089108911,13.142857142857142,7.0,92.0,4.0,10.0,7.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.5714285714285714,7.0,0.0,2.1785714285714284,1.0,0.0,0.14285714285714288,0.0,0.0,0.0,3.321428571428571,Batsman,0.0
S Rana,110.97560975609757,11.375,8.0,91.0,1.0,9.0,4.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,6.75,0.0,3.0,1.125,0.125,8.0,0.0,1.515625,1.5487804878048785,0.0,0.041666666666666664,0.0,0.0,3.4124999999999996,3.106072154471545,Bowler,5.1187499999999995
RT Ponting,70.54263565891473,10.111111111111109,9.0,91.0,2.0,5.0,9.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,9.0,0.0,1.0416666666666659,1.0,0.0,0.0,0.0,0.0,0.0,2.041666666666666,Batsman,0.0
DS Kulkarni,89.10891089108911,5.625,16.0,90.0,2.0,6.0,8.0,37.0,7.0,1.0,0.0,0.0,0.0,76.0,1918.0,7.7494949494949505,0.0,72.0,0.375,0.125,72.0,1.0555555555555556,1.0,1.0,0.0,0.0,1.0555555555555556,1.4709677419354839,3.20260606060606,2.0,Bowler,8.59369403714565
SL Malinga,85.43689320388349,4.4,20.0,88.0,5.0,6.0,16.0,32.0,1.0,0.0,0.0,0.0,0.0,154.0,3034.0,6.757238307349668,0.0,110.0,0.3,0.25,110.0,1.4,1.0,1.0,0.0,0.0,1.4,2.980645161290323,3.4109799554565696,2.0,Bowler,11.68743767512034
Iqbal Abdulla,102.32558139534883,6.769230769230768,13.0,88.0,1.0,9.0,2.0,34.0,6.0,0.0,0.0,0.0,0.0,40.0,1125.0,7.158006362672322,0.0,48.0,0.6923076923076923,0.07692307692307693,48.0,0.8333333333333334,1.0,1.1162790697674416,0.0,0.0,0.8333333333333334,0.7741935483870969,3.3268186638388126,2.1162790697674416,Bowler,7.401518318338864
AP Majumdar,112.987012987013,21.75,4.0,87.0,2.0,7.0,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.5,4.0,0.0,5.40625,1.6493506493506502,0.0,0.25,0.0,0.0,0.0,7.30560064935065,Batsman,0.0
Ankit Sharma,126.08695652173914,8.7,10.0,87.0,4.0,7.0,7.0,23.0,6.0,0.0,0.0,0.0,0.0,12.0,442.0,7.1869918699187005,0.0,20.0,0.7,0.4,20.0,0.6,1.0,2.304347826086957,0.0,0.0,0.6,0.23225806451612904,3.3207317073170723,3.304347826086957,Bowler,6.229484657749802
RE Levi,112.16216216216219,13.833333333333336,6.0,83.0,4.0,10.0,6.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.6666666666666666,6.0,0.0,2.437500000000001,1.6081081081081094,0.0,0.22222222222222224,0.0,0.0,0.0,4.267830330330333,Batsman,0.0
LA Carseldine,114.08450704225352,16.2,5.0,81.0,0.0,11.0,4.0,23.0,4.0,2.0,0.0,0.0,0.0,1.0,6.0,5.1428571428571415,0.0,1.0,2.2,0.0,5.0,0.2,3.3249999999999997,1.704225352112676,0.0,0.4000000000000001,0.2,0.01935483870967742,3.7499999999999996,5.429225352112676,Bowler,5.954032258064516
WPUJC Vaas,110.95890410958904,7.363636363636362,11.0,81.0,3.0,2.0,8.0,33.0,11.0,0.0,0.0,0.0,0.0,18.0,364.0,7.583333333333332,0.0,13.0,0.18181818181818185,0.2727272727272727,13.0,1.3846153846153846,1.0,1.547945205479452,0.0,0.0,1.3846153846153846,0.34838709677419355,3.2375,2.547945205479452,Bowler,7.455753722084367
Shahid Afridi,176.08695652173913,9.0,9.0,81.0,6.0,7.0,8.0,12.0,0.0,0.0,1.0,0.0,0.0,9.0,237.0,7.686486486486487,0.0,10.0,0.7777777777777778,0.6666666666666666,10.0,0.9,1.0,4.804347826086956,0.0,0.0,0.9,0.17419354838709677,3.2158378378378374,5.804347826086956,Bowler,6.435047079337401
AD Mascarenhas,100.0,7.1818181818181825,11.0,79.0,1.0,5.0,9.0,35.0,9.0,0.0,0.0,0.0,0.0,19.0,365.0,7.064516129032258,0.0,13.0,0.4545454545454545,0.09090909090909093,13.0,1.4615384615384617,1.0,1.0,0.0,0.0,1.4615384615384617,0.36774193548387096,3.3464516129032256,2.0,Bowler,7.763598014888338
PJ Cummins,137.5,8.555555555555555,9.0,77.0,4.0,5.0,6.0,19.0,7.0,0.0,0.0,0.0,0.0,17.0,525.0,8.311345646437996,0.0,16.0,0.5555555555555556,0.4444444444444444,16.0,1.0625,1.0,2.875,0.0,0.0,1.0625,0.32903225806451614,3.0846174142480205,3.875,Bowler,6.714224508468805
B Akhil,133.33333333333331,6.909090909090909,11.0,76.0,5.0,5.0,6.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,246.0,7.647668393782383,0.0,13.0,0.4545454545454545,0.4545454545454545,13.0,0.4615384615384616,1.0,2.6666666666666656,0.0,0.0,0.4615384615384616,0.11612903225806452,3.2239896373056993,3.6666666666666656,Bowler,5.702485696653339
