Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average
DR Martyn,73.07692307692307,19.0,1.0,19.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
R Bishnoi,111.76470588235294,6.333333333333333,3.0,19.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0,0.0
P Sahu,146.15384615384613,9.5,2.0,19.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,152.0,8.523364485981308,0.0,5.0,0.5,0.5,5.0,0.6
Harmeet Singh,150.0,4.5,4.0,18.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,26.0,713.0,7.7923497267759565,0.0,27.0,0.75,0.0,27.0,0.9629629629629629
PV Tambe,46.15384615384615,3.0,6.0,18.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,866.0,7.70919881305638,0.0,33.0,0.16666666666666666,0.0,33.0,0.8484848484848485
BJ Haddin,163.63636363636365,18.0,1.0,18.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
Imran Tahir,72.0,3.0,6.0,18.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,47.0,1002.0,8.190735694822889,0.0,32.0,0.5,0.0,32.0,1.46875
DS Lehmann,94.73684210526315,9.0,2.0,18.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0
JJ van der Wath,105.88235294117648,6.0,3.0,18.0,1.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,134.0,10.578947368421051,0.0,3.0,0.3333333333333333,0.3333333333333333,3.0,1.0
Parvez Rasool,85.0,4.25,4.0,17.0,0.0,1.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,273.0,8.19,0.0,11.0,0.25,0.0,11.0,0.36363636363636365
PP Ojha,35.55555555555556,0.8421052631578947,19.0,16.0,0.0,0.0,12.0,14.0,1.0,0.0,0.0,0.0,0.0,89.0,2399.0,7.40051413881748,0.0,90.0,0.0,0.0,90.0,0.9888888888888889
CK Kapugedera,66.66666666666666,5.333333333333333,3.0,16.0,0.0,0.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,17.294117647058822,0.0,3.0,0.0,0.0,3.0,0.0
C Madan,71.42857142857143,15.0,1.0,15.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
SA Abbott,115.38461538461537,7.5,2.0,15.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,10.6875,0.0,2.0,0.5,0.5,2.0,0.0
VY Mahesh,53.57142857142857,3.0,5.0,15.0,0.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,21.0,511.0,8.540389972144848,0.0,17.0,0.0,0.0,17.0,1.2352941176470589
GR Napier,93.75,15.0,1.0,15.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,28.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0
YS Chahal,51.724137931034484,1.875,8.0,15.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,70.0,1600.0,7.875307629204267,0.0,55.0,0.0,0.0,55.0,1.2727272727272727
KC Cariappa,83.33333333333334,3.75,4.0,15.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,315.0,8.957345971563981,0.0,10.0,0.0,0.25,10.0,0.8
MDKJ Perera,107.6923076923077,7.0,2.0,14.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0
S Gopal,51.85185185185185,4.666666666666667,3.0,14.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,155.0,8.017241379310345,0.0,6.0,0.3333333333333333,0.0,6.0,1.1666666666666667
DL Chahar,233.33333333333334,14.0,1.0,14.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,117.0,9.116883116883116,0.0,5.0,0.0,2.0,5.0,0.2
F Behardien,107.6923076923077,4.666666666666667,3.0,14.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3.0,0.0
DT Patil,100.0,6.5,2.0,13.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0
KJ Abbott,162.5,4.333333333333333,3.0,13.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,182.0,10.705882352941178,0.0,5.0,0.0,0.3333333333333333,5.0,0.4
S Badree,52.0,2.6,5.0,13.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,11.0,329.0,7.505703422053232,0.0,12.0,0.0,0.0,12.0,0.9166666666666666
DAJ Bracewell,133.33333333333331,12.0,1.0,12.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,32.0,7.68,0.0,1.0,1.0,0.0,1.0,3.0
AR Bawne,100.0,12.0,1.0,12.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
AA Chavan,109.09090909090908,4.0,3.0,12.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,339.0,7.976470588235294,0.0,13.0,0.6666666666666666,0.0,13.0,0.6153846153846154
K Upadhyay,133.33333333333331,6.0,2.0,12.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,8.678571428571429,0.0,3.0,0.0,0.5,3.0,0.0
Swapnil Singh,60.0,4.0,3.0,12.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,90.0,8.852459016393443,0.0,5.0,0.0,0.0,5.0,0.2
T Thushara,63.1578947368421,3.0,4.0,12.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,8.0,164.0,6.833333333333333,0.0,6.0,0.0,0.0,6.0,1.3333333333333333
Karanveer Singh,70.58823529411765,3.0,4.0,12.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,12.0,323.0,9.098591549295774,0.0,9.0,0.25,0.0,9.0,1.3333333333333333
T Henderson,68.75,5.5,2.0,11.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,41.0,6.833333333333333,0.0,2.0,0.0,0.5,2.0,0.5
M Ntini,57.89473684210527,5.5,2.0,11.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,257.0,7.23943661971831,0.0,9.0,1.0,0.0,9.0,0.7777777777777778
DNT Zoysa,122.22222222222223,5.5,2.0,11.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,8.695652173913043,0.0,3.0,0.5,0.0,3.0,0.6666666666666666
Rashid Khan,122.22222222222223,3.6666666666666665,3.0,11.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,368.0,6.731707317073171,0.0,14.0,0.0,0.3333333333333333,14.0,1.2142857142857142
T Kohli,55.00000000000001,3.6666666666666665,3.0,11.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.0,0.0
AG Murtaza,71.42857142857143,3.3333333333333335,3.0,10.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,322.0,7.182156133828997,0.0,12.0,0.3333333333333333,0.0,12.0,0.75
KAJ Roach,111.11111111111111,10.0,1.0,10.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,9.230769230769232,0.0,2.0,1.0,0.0,2.0,0.0
X Thalaivan Sargunam,58.82352941176471,10.0,1.0,10.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TD Paine,34.48275862068966,5.0,2.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SMSM Senanayake,58.82352941176471,2.5,4.0,10.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,211.0,6.492307692307692,0.0,8.0,0.0,0.0,8.0,1.125
D du Preez,76.92307692307693,10.0,1.0,10.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,56.0,7.813953488372094,1.0,2.0,0.0,0.0,2.0,2.0
J Theron,76.92307692307693,2.5,4.0,10.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,311.0,7.940425531914894,0.0,10.0,0.25,0.0,10.0,1.1
SM Harwood,64.28571428571429,4.5,2.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,74.0,6.6268656716417915,0.0,3.0,0.0,0.0,3.0,1.0
AA Noffke,75.0,9.0,1.0,9.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,9.84,0.0,1.0,1.0,0.0,1.0,1.0
S Kaul,69.23076923076923,3.0,3.0,9.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,22.0,611.0,8.408256880733946,1.0,21.0,0.0,0.0,21.0,1.0476190476190477
Washington Sundar,75.0,1.8,5.0,9.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,189.0,6.230769230769232,0.0,10.0,0.0,0.0,10.0,0.8
TS Mills,72.72727272727273,2.6666666666666665,3.0,8.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,157.0,8.486486486486486,0.0,5.0,0.0,0.3333333333333333,5.0,1.0
CJ McKay,53.333333333333336,8.0,1.0,8.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,8.571428571428571,0.0,2.0,0.0,0.0,2.0,0.5
CK Langeveldt,88.88888888888889,4.0,2.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,199.0,7.236363636363636,0.0,7.0,0.0,0.5,7.0,1.8571428571428572
Jaskaran Singh,72.72727272727273,2.0,4.0,8.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,174.0,9.405405405405405,0.0,7.0,0.0,0.0,7.0,0.8571428571428571
TM Srivastava,72.72727272727273,2.6666666666666665,3.0,8.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
I Malhotra,175.0,7.0,1.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,1.0,1.0,0.0,1.0,0.0
Ankit Soni,77.77777777777779,2.3333333333333335,3.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,145.0,7.767857142857143,0.0,6.0,0.0,0.3333333333333333,6.0,0.3333333333333333
AN Ghosh,87.5,3.5,2.0,7.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0
UA Birla,46.666666666666664,7.0,1.0,7.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
VS Malik,100.0,3.5,2.0,7.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,268.0,7.584905660377358,0.0,13.0,0.5,0.0,13.0,0.46153846153846156
Pankaj Singh,58.333333333333336,1.4,5.0,7.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,472.0,9.106109324758842,0.0,17.0,0.0,0.0,17.0,0.6470588235294118
SN Thakur,77.77777777777779,1.75,4.0,7.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,358.0,8.293436293436294,0.0,13.0,0.25,0.0,13.0,0.9230769230769231
AF Milne,58.333333333333336,2.3333333333333335,3.0,7.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,185.0,9.652173913043478,0.0,5.0,0.0,0.0,5.0,0.8
AS Rajpoot,46.15384615384615,3.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,251.0,8.184782608695652,0.0,11.0,0.5,0.0,11.0,0.7272727272727273
DM Bravo,120.0,6.0,1.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BA Bhatt,85.71428571428571,3.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,408.0,8.07920792079208,0.0,15.0,0.0,0.5,15.0,0.8
SB Joshi,37.5,3.0,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,82.0,8.945454545454545,0.0,4.0,0.0,0.0,4.0,0.25
SS Shaikh,85.71428571428571,6.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
PSP Handscomb,50.0,6.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
J Yadav,50.0,3.0,2.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,197.0,6.4590163934426235,0.0,10.0,0.0,0.0,10.0,0.4
KMDN Kulasekara,166.66666666666669,5.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,122.0,6.841121495327102,0.0,5.0,1.0,0.0,5.0,1.0
SJ Srivastava,100.0,1.25,4.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,14.0,444.0,8.705882352941176,0.0,14.0,0.0,0.0,14.0,1.0
JD Unadkat,38.46153846153847,1.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,56.0,1328.0,8.008040201005025,0.0,46.0,0.0,0.0,46.0,1.2173913043478262
A Zampa,62.5,2.5,2.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,281.0,7.493333333333334,0.0,11.0,0.5,0.0,11.0,1.7272727272727273
P Awana,35.714285714285715,1.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,39.0,1046.0,8.108527131782946,0.0,33.0,0.0,0.0,33.0,1.1818181818181819
Shivam Sharma,166.66666666666669,2.5,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,165.0,8.68421052631579,0.0,5.0,0.5,0.0,5.0,0.8
TA Boult,62.5,5.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,500.0,8.450704225352112,0.0,14.0,0.0,0.0,14.0,1.0714285714285714
DP Nannes,30.76923076923077,2.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,815.0,7.097242380261249,0.0,29.0,0.0,0.0,29.0,0.9655172413793104
RS Sodhi,200.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
FH Edwards,80.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,160.0,6.4,0.0,6.0,0.0,0.0,6.0,0.8333333333333334
VRV Singh,133.33333333333331,2.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,549.0,8.878706199460916,0.0,18.0,0.5,0.0,18.0,0.6666666666666666
CRD Fernando,133.33333333333331,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,306.0,7.373493975903614,0.0,10.0,0.0,0.0,10.0,1.7
B Laughlin,44.44444444444444,2.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,9.600000000000001,0.0,2.0,0.0,0.0,2.0,0.5
A Chandila,57.14285714285714,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,245.0,6.282051282051283,0.0,12.0,0.0,0.0,12.0,0.9166666666666666
GD McGrath,80.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,366.0,6.674772036474164,0.0,14.0,0.5,0.0,14.0,0.8571428571428571
BB Sran,100.0,1.3333333333333333,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,485.0,8.434782608695652,0.0,16.0,0.0,0.0,16.0,0.875
A Uniyal,57.14285714285714,2.0,2.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,10.578947368421051,0.0,2.0,0.0,0.0,2.0,1.0
CJ Jordan,60.0,1.5,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,276.0,8.808510638297872,0.0,10.0,0.0,0.0,10.0,1.2
JE Taylor,75.0,1.5,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,167.0,8.213114754098362,0.0,5.0,0.0,0.0,5.0,1.2
D Kalyankrishna,37.5,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,10.56,0.0,3.0,0.0,0.0,3.0,0.6666666666666666
S Tyagi,75.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,304.0,8.290909090909091,0.0,14.0,0.0,0.0,14.0,0.42857142857142855
R Ninan,50.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,65.0,10.833333333333334,0.0,2.0,0.0,0.0,2.0,1.5
Kamran Khan,60.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,248.0,8.406779661016948,0.0,9.0,0.0,0.0,9.0,1.1111111111111112
Mohammad Asif,50.0,1.5,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,307.0,9.256281407035175,0.0,8.0,0.0,0.0,8.0,1.0
Younis Khan,42.857142857142854,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RD Chahar,150.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,59.0,7.695652173913043,0.0,2.0,0.0,0.0,2.0,1.0
BAW Mendis,50.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,306.0,7.403225806451613,0.0,10.0,0.0,0.0,10.0,0.8
SB Wagh,66.66666666666666,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,147.0,8.166666666666668,0.0,8.0,0.0,0.0,8.0,0.625
RS Gavaskar,25.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0
Mohammad Nabi,66.66666666666666,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,59.0,5.363636363636363,0.0,3.0,0.0,0.0,3.0,0.6666666666666666
Mohammad Ashraful,16.666666666666664,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mashrafe Mortaza,100.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,12.642857142857142,0.0,1.0,0.0,0.0,1.0,0.0
A Singh,20.0,0.4,5.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,639.0,7.888888888888889,0.0,23.0,0.0,0.0,23.0,1.2173913043478262
Shoaib Akhtar,25.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,7.043478260869566,0.0,3.0,0.0,0.0,3.0,1.6666666666666667
S Randiv,50.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,223.0,7.433333333333334,0.0,8.0,0.0,0.0,8.0,0.75
H Das,40.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
VS Yeligati,100.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,11.4375,0.0,2.0,0.0,0.0,2.0,0.0
KP Appanna,50.0,0.6666666666666666,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,291.0,7.864864864864865,0.0,13.0,0.0,0.0,13.0,0.6923076923076923
RG More,100.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,10.216216216216216,0.0,2.0,0.0,0.0,2.0,0.5
P Parameswaran,33.33333333333333,0.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,226.0,8.528301886792452,0.0,8.0,0.0,0.0,8.0,1.125
Shoaib Ahmed,16.666666666666664,0.3333333333333333,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,154.0,8.970873786407767,0.0,7.0,0.0,0.0,7.0,0.7142857142857143
PM Sarvesh Kumar,50.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,8.129032258064516,0.0,2.0,0.0,0.0,2.0,0.5
M de Lange,50.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,171.0,8.844827586206897,0.0,5.0,0.0,0.0,5.0,1.0
DJ Muthuswami,33.33333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,108.0,7.714285714285715,0.0,6.0,0.0,0.0,6.0,0.6666666666666666
SE Bond,50.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,225.0,7.068062827225131,0.0,8.0,0.0,0.0,8.0,1.125
BE Hendricks,33.33333333333333,0.5,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,239.0,9.13375796178344,0.0,7.0,0.0,0.0,7.0,1.2857142857142858
LH Ferguson,100.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,96.0,6.620689655172414,0.0,4.0,0.0,0.0,4.0,0.75
DP Vijaykumar,100.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,205.0,7.735849056603773,0.0,9.0,0.0,0.0,9.0,0.4444444444444444
NJ Rimmington,100.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667,0.0,1.0,0.0,0.0,1.0,0.0
Tejas Baroka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.428571428571429,0.0,1.0,,,1.0,0.0
Harmeet Singh (2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,8.16,0.0,1.0,,,1.0,1.0
YA Abdulla,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,311.0,8.405405405405405,0.0,11.0,0.0,0.0,11.0,1.3636363636363635
U Kaul,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
V Pratap Singh,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,8.530805687203792,0.0,9.0,0.0,0.0,9.0,1.1111111111111112
Gagandeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,142.0,10.142857142857142,0.0,4.0,,,4.0,0.75
IC Pandey,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,609.0,7.791044776119403,0.0,24.0,0.0,0.0,24.0,0.75
A Nel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,10.333333333333334,0.0,1.0,,,1.0,1.0
GS Sandhu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.0,10.75,0.0,2.0,,,2.0,0.5
C Ganapathy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,,,1.0,0.0
TP Sudhindra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,137.0,11.108108108108109,0.0,3.0,,,3.0,0.3333333333333333
B Geeves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,11.142857142857142,0.0,2.0,,,2.0,0.5
S Kaushik,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,304.0,8.685714285714285,0.0,10.0,0.0,0.0,10.0,0.6
RW Price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,1.0,,,1.0,0.0
Mohammed Siraj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,214.0,9.106382978723405,0.0,6.0,,,6.0,1.6666666666666667
Mustafizur Rahman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,461.0,7.038167938931298,0.0,17.0,,,17.0,1.0
NB Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,4.32,0.0,2.0,,,2.0,0.5
AM Salvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,205.0,7.884615384615385,0.0,7.0,,,7.0,1.0
