Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average
ND Doshi,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,8.31578947368421,0.0,4.0,0.0,0.0,4.0,0.5
Avesh Khan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,6.0,0.0,1.0,,,1.0,1.0
P Amarnath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,241.0,10.954545454545453,0.0,6.0,,,6.0,1.1666666666666667
RR Bose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,1.0,,,1.0,0.0
RR Bhatkal,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,17.5,0.0,1.0,0.0,0.0,1.0,0.0
P Prasanth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,1.0,,,1.0,0.0
P Suyal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,154.0,8.635514018691588,0.0,5.0,,,5.0,0.4
Abdur Razzak,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.42857142857143,0.0,1.0,0.0,0.0,1.0,0.0
RA Shaikh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,,,1.0,0.0
S Ladda,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,225.0,9.574468085106382,0.0,9.0,0.0,0.0,9.0,0.5555555555555556
B Stanlake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,8.399999999999999,0.0,2.0,,,2.0,1.0
T Shamsi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,151.0,9.4375,0.0,4.0,,,4.0,0.75
MJ Henry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71.0,13.741935483870968,0.0,2.0,,,2.0,0.5
T Natarajan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,116.0,8.487804878048781,0.0,6.0,,,6.0,0.3333333333333333
Sunny Gupta,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,14.842105263157896,0.0,1.0,0.0,0.0,1.0,0.0
JW Hastings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,6.491803278688526,0.0,3.0,,,3.0,1.0
K Santokie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,91.0,10.705882352941178,0.0,2.0,,,2.0,1.5
AA Kazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.692307692307693,0.0,1.0,,,1.0,0.0
SS Sarkar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,8.16,0.0,2.0,,,2.0,0.5
SS Mundhe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.142857142857142,0.0,1.0,,,1.0,1.0
SS Agarwal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,10.5,0.0,1.0,,,1.0,1.0
C Nanda,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0,6.959999999999999,0.0,3.0,0.0,0.0,3.0,0.6666666666666666
BW Hilfenhaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,497.0,7.646153846153846,0.0,17.0,,,17.0,1.2941176470588236
SM Boland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,7.813953488372094,0.0,2.0,,,2.0,1.0
L Ablish,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,76.0,10.133333333333333,0.0,3.0,0.0,0.0,3.0,1.0
M Ashwin,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,245.0,8.352272727272727,0.0,10.0,0.0,0.0,10.0,0.7
MB Parmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,10.421052631578949,0.0,1.0,,,1.0,0.0
MG Neser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,14.879999999999999,0.0,1.0,,,1.0,0.0
Anand Rajan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,206.0,7.62962962962963,0.0,8.0,,,8.0,1.0
